example_id,protein_id,affinity_record,source_benchmark,benchmark_split,measurement_family,normalization_provenance
4j7e,4j7e,Kd=14uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4j93,4j93,Kd=20uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4jal,4jal,Kd=25uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4je7,4je7,Kd=395nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4je8,4je8,Kd=6100nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4jfk,4jfk,Kd=0.36uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4jfm,4jfm,Kd=3.3uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4jh0,4jh0,Ki=0.94nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4jkw,4jkw,Kd=69.9uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4jn2,4jn2,Kd=2.1pM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4jne,4jne,Kd=1.38uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4jpx,4jpx,Kd=7.0uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
4jpy,4jpy,Kd=37uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
4jsa,4jsa,Ki=11uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4jss,4jss,Ki=500uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4jwk,4jwk,Kd=4.79nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4jx9,4jx9,Kd=2.4nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4jyb,4jyb,Kd=0.11uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4jyc,4jyc,Kd=0.20uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4jym,4jym,Kd=9.05uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4jyt,4jyt,Ki=0.04uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4jz1,4jz1,Ki=0.2uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4jzi,4jzi,Ki=0.04uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4k0o,4k0o,Kd=1mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4k0y,4k0y,Ki=15nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4k3h,4k3h,Kd=140nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4k3n,4k3n,Ki=11nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
4k4j,4k4j,Kd=0.752uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4k55,4k55,Kd=3.06uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4k5p,4k5p,Ki=345uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4k6i,4k6i,Kd=0.629uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4k7i,4k7i,Kd=1500uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4k7n,4k7n,Kd=330uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4k7o,4k7o,Kd=50uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4k9y,4k9y,Kd=0.111uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4kao,4kao,Kd=0.77uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4kax,4kax,Kd=17uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4kb9,4kb9,Ki=0.01nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4kcx,4kcx,Kd=37uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4keq,4keq,Ki=150uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4kfq,4kfq,Kd=5.86nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4kif,4kif,Kd=14.6uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4kiu,4kiu,Ki=140uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4km0,4km0,Kd=0.91uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4km2,4km2,Kd=1.43uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4kmz,4kmz,Kd=2.7nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4kn0,4kn0,Kd=40nM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
4kn1,4kn1,Kd=144nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4kni,4kni,Kd=16.7nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4knj,4knj,Kd=11.1nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4knm,4knm,Kd=10.0nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4knn,4knn,Kd=16.7nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4ko8,4ko8,Kd=0.07uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
4kow,4kow,Kd=49.3uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4kp5,4kp5,Kd=833nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4kp8,4kp8,Kd=3330nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4kqp,4kqp,Kd=0.9uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4ks1,4ks1,Ki=1.5nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4ks4,4ks4,Ki=72nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4ksy,4ksy,Kd=3.79nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4kwf,4kwf,Ki=15uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4kwg,4kwg,Ki=1.0uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4kwo,4kwo,Ki=353nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4kx8,4kx8,Ki=74nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4kxb,4kxb,Ki=75uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4kxn,4kxn,Kd=0.8uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4kyh,4kyh,Ki=1.2uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4kyk,4kyk,Ki=18uM,lp_pdbbind_refined,unspecified,Ki,lp_pdbbind_refined_compact_record
4kz3,4kz3,Ki=1.7mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4kz4,4kz4,Ki=0.07mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4kz7,4kz7,Ki=3.2mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4l19,4l19,Ki=0.8uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4l2l,4l2l,Ki=0.002mM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4l4v,4l4v,Kd=1.65uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4l4z,4l4z,Kd=2.1uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4l50,4l50,Kd=0.88uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4l51,4l51,Kd=995uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4l6t,4l6t,Kd=32nM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
4l9i,4l9i,Kd=13uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4lar,4lar,Kd=20.7uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4lbu,4lbu,Kd=276nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4lch,4lch,Ki=24pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4leq,4leq,Kd=288nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4lhm,4lhm,Ki=0.41mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4lhv,4lhv,Kd=0.1nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4lj5,4lj5,Kd=0.51uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4lj8,4lj8,Kd=1.5uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4ljh,4ljh,Kd=19.4uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4lk7,4lk7,Kd=9.1uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4lkk,4lkk,Kd=1.20uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4lko,4lko,Ki=6.0nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4lkq,4lkq,Ki=450uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4ll3,4ll3,Kd=2.7pM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4llj,4llj,Ki=380uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4llk,4llk,Ki=990uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4llp,4llp,Ki=16uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4lm0,4lm0,Ki=560uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4lm1,4lm1,Ki=590uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4lm2,4lm2,Ki=940uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4lm3,4lm3,Ki=1200uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4lm4,4lm4,Ki=910uM,lp_pdbbind_refined,unspecified,Ki,lp_pdbbind_refined_compact_record
4loh,4loh,Kd=0.11uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4loi,4loi,Kd=0.17uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4loo,4loo,Kd=7nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4lov,4lov,Kd=17.1nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4loy,4loy,Ki=8.1nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
4lps,4lps,Kd=1.8uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4lrr,4lrr,Ki=6uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4luz,4luz,Kd=20uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4lvt,4lvt,Ki=44pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4lxd,4lxd,Ki=59nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4lxz,4lxz,Kd=0.182uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4ly1,4ly1,Kd=0.0552uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4ly9,4ly9,Kd=7nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4lyw,4lyw,Kd=237nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4lzr,4lzr,Kd=20uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
4m0e,4m0e,Ki=0.6uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4m0f,4m0f,Ki=1.7nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4m0r,4m0r,Ki=6.2uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
4m12,4m12,Kd=0.9uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4m13,4m13,Kd=0.2uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4m14,4m14,Kd=0.2uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4m2r,4m2r,Ki=3.2nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4m2u,4m2u,Ki=9.1nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4m2v,4m2v,Ki=36nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4m2w,4m2w,Ki=52nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4m3p,4m3p,Kd=4uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4m6u,4m6u,Ki=1.8mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4m7j,4m7j,Kd=0.781uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4m8e,4m8e,Kd=13nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4m8h,4m8h,Kd=25nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4m8x,4m8x,Ki=0.063nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4m8y,4m8y,Ki=0.11nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4mc1,4mc1,Ki=14nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4mc2,4mc2,Ki=6.4nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4mc6,4mc6,Ki=0.26nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4mc9,4mc9,Ki=0.36nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4mdn,4mdn,Ki=0.6uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4mhy,4mhy,Ki=0.342uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4mhz,4mhz,Ki=0.134uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4mjp,4mjp,Ki=131uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4mmm,4mmm,Kd=150uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4mmp,4mmp,Kd=19.7nM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
4mn3,4mn3,Kd=1.77uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4mnp,4mnp,Kd=45.5nM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
4mo4,4mo4,Kd=0.06mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4mo8,4mo8,Ki=10.1nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4mpn,4mpn,Kd=239nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4mq6,4mq6,Kd=340nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4mr3,4mr3,Kd=1142nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4mr6,4mr6,Kd=251nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4mre,4mre,Kd=6.4mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4mrg,4mrg,Kd=1.1mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4mrw,4mrw,Ki=500uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4mrz,4mrz,Ki=300uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4msa,4msa,Ki=500uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4msc,4msc,Ki=1.1uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4msn,4msn,Ki=94uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4mss,4mss,Ki=0.4uM,lp_pdbbind_refined,unspecified,Ki,lp_pdbbind_refined_compact_record
4muf,4muf,Kd=460nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4mul,4mul,Kd=610nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4muv,4muv,Kd=1731nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4myd,4myd,Kd=28uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4n07,4n07,Kd=0.35uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4n5d,4n5d,Kd=607uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4n6g,4n6g,Kd=3.4uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4n6z,4n6z,Ki=16nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4n7m,4n7m,Kd=3.4uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4n7u,4n7u,Kd=0.51uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4n8q,4n8q,Ki=380uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
4n9a,4n9a,Ki=64uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4n9c,4n9c,Kd=126uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4na9,4na9,Ki=41nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4nbk,4nbk,Kd=136uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4nbl,4nbl,Kd=0.47uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4nbn,4nbn,Kd=44uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4ncn,4ncn,Kd=2.12uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4ndu,4ndu,Kd=1.8mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4ngm,4ngm,Ki=0.0449nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4ngn,4ngn,Ki=28.1nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4ngp,4ngp,Ki=10.97nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4nh7,4nh7,Ki=4nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4nh8,4nh8,Ki=3nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4nj9,4nj9,Kd=108nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4nja,4nja,Kd=600nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4nkt,4nkt,Kd=1.08uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4nku,4nku,Kd=21.3uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4nl1,4nl1,Kd=130uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4nnr,4nnr,Kd=55nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4non,4non,Kd=5.71uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4np2,4np2,Kd=5.5mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4np3,4np3,Kd=0.5mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4np9,4np9,Kd=9.4uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4nra,4nra,Kd=65uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4nuc,4nuc,Ki=0.91uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4nue,4nue,Ki=0.15uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4nvp,4nvp,Kd=27nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4nwc,4nwc,Ki=1.74uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4nxu,4nxu,Kd=2.9uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4nxv,4nxv,Kd=3.8uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4nyf,4nyf,Kd=49nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4o04,4o04,Ki=0.69uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4o05,4o05,Ki=37nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4o07,4o07,Ki=42nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4o09,4o09,Ki=20nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4o0a,4o0a,Kd=0.19uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4o0b,4o0b,Ki=5nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4o0x,4o0x,Ki=68nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4o0y,4o0y,Ki=60nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4o2b,4o2b,Ki=1.8uM,lp_pdbbind_refined,unspecified,Ki,lp_pdbbind_refined_compact_record
4o2c,4o2c,Kd=10nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4o2p,4o2p,Ki=0.20uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
4o3c,4o3c,Ki=2.57mM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4o3f,4o3f,Kd=2.78uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4o61,4o61,Kd=50uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4o6w,4o6w,Kd=3nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4o97,4o97,Ki=3nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4o9v,4o9v,Ki=10nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4o9w,4o9w,Kd=69.91nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4oag,4oag,Kd=0.5uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4oak,4oak,Ki=59.7uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4oc0,4oc0,Ki=318nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4oc1,4oc1,Ki=254nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4oc2,4oc2,Ki=5.3nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4oc3,4oc3,Ki=5.3nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4oc5,4oc5,Ki=85nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4ocq,4ocq,Kd=24.7uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4oct,4oct,Kd=9uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4oeu,4oeu,Kd=22nM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
4og3,4og3,Kd=285nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4og4,4og4,Kd=952nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4oiv,4oiv,Kd=8.29uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4oks,4oks,Kd=33uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4oma,4oma,Ki=68uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4omc,4omc,Ki=16.7pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4omj,4omj,Kd=5.44uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4omk,4omk,Kd=40.10uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4or4,4or4,Kd=26.8uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4or6,4or6,Kd=4.9uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4ou3,4ou3,Ki=38.7uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
4ovf,4ovf,Ki=74uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4ovg,4ovg,Ki=204uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4ovh,4ovh,Kd=14uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4owv,4owv,Ki=45uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
4ozj,4ozj,Kd=4uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
4p3h,4p3h,Kd=1.0uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4p58,4p58,Ki=25uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
4p5d,4p5d,Ki=1.5uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4p5z,4p5z,Kd=39.3nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4p6c,4p6c,Ki=100uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4p6w,4p6w,Ki=0.7nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
4p6x,4p6x,Ki=91nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
4pb2,4pb2,Kd=16uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4pee,4pee,Ki=4.8nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
4pf5,4pf5,Kd=3.3uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
4pft,4pft,Kd=2.3nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
4pfu,4pfu,Kd=0.67uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
4pg9,4pg9,Kd=16nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4phu,4phu,Kd=12.04nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
4pin,4pin,Kd=4uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
